accuracy,accuracy_std,f1_macro,f1_std,auc,auc_std,model
0.7460486828942982,0.002156847166228254,0.505570559953194,0.006131798707979585,0.6771300466494892,0.007236855124121244,Interaction only (GB)
0.8284761587195731,0.005219657733737781,0.7560137918752577,0.007995180451352312,0.8820055263316029,0.006918903662011029,Text only (LR)
0.805135045015005,0.004671079962077334,0.7047924100414378,0.008272735297261432,0.8498429250891245,0.007266588890783798,Text only (GB)
0.8234078026008669,0.0026051383774090813,0.7385785551094849,0.0057929656778622765,0.8777013813982105,0.006377851223410147,Early fusion (GB)
0.8356118706235411,0.0055355801185587635,0.7681031615283406,0.009185699277729305,0.8910928129391962,0.006095155197049872,Early fusion (LR)
0.814538179393131,0.00440550705299465,0.6922995734464784,0.008772384275994137,0.8743844364592246,0.006878430316817022,Late fusion (GB+LR)
