article_id,bias_label,n_comments,mean_polarity,std_polarity,pct_positive,pct_negative,mean_anger,mean_joy,mean_fear
1163167189_marcha-orgullo-gay-israel-acaba-palos,1,1,-0.0882294550538063,,0.0,0.0,0.0004404016654007137,0.0026912782341241837,0.0004689504858106375
1163181813_supuesto-cortacopiapega-javimoya,1,1,-0.9756173307541758,,0.0,1.0,0.9449672102928162,0.002175492001697421,0.0012529201339930296
1163290870_porque-lloramos-cuando-cortamos-cebolla,1,1,-0.43609384447336197,,0.0,1.0,0.020703865215182304,0.0713386982679367,0.004608103074133396
1163584172_encontrada-solucion-para-resacas,1,1,0.3192609380930662,,0.0,0.0,0.0019511906430125237,0.15791499614715576,0.0011340759228914976
1163613673_desmitificando-solo-1-internet-porno-ingles,1,1,-0.9699386626016349,,0.0,1.0,0.19866690039634705,0.0019134744070470333,0.03071042336523533
1163659560_comunidad-linuxera-presiona-gobierno-para-garantizar-neutralidad-tecnologica,0,3,-0.3584258194702367,0.7007594680908699,0.0,0.6666666666666666,0.17758082386959964,0.0016397848376072943,0.002359576271070788
1163806044_ya-puede-constituir-sociedad-limitada-internet,0,1,0.14541375637054443,,0.0,0.0,0.6163137555122375,0.008172320201992989,0.0013474442530423403
1163948586_monasterio-escorial-necesario-ser-guia-para-poder-hablar-monasterio,1,1,-0.8281555981375277,,0.0,1.0,0.13054335117340088,0.0025579137727618217,0.028251614421606064
1164050175_esperanza-aguirre-asegura-biografia-no-llega-final-mes,1,1,-0.8601672267541289,,0.0,1.0,0.039019156247377396,0.007495352067053318,0.00302778254263103
1164199669_por-favor-lean-antes-publicar,1,1,-0.7564903115853667,,0.0,1.0,0.23278017342090607,0.0009116610162891448,0.0055894204415380955
1164209209_mapa-basura-chatarra-espacial-nos-rodea,1,1,-0.4889732375741005,,0.0,1.0,0.0053255921229720116,0.13825523853302002,0.0044571589678525925
1164359483_felicidades-senor-no-ya-dirigente-politico-peor-valorado,0,1,0.9635672990698367,,1.0,0.0,0.00021913470118306577,0.9807940721511841,0.00025236926740035415
1164667606_reconocimiento-ingenieria-tecnica-informatica,0,4,-0.4292165741790086,0.4437156757063378,0.0,0.5,0.23834977170918137,0.0022945138334762305,0.00042869958269875497
1164739906_te-sobra-leche-en-teta-donala,0,1,-0.9002258814871311,,0.0,1.0,0.03670132905244827,0.08452457189559937,0.008329452946782112
1164797204_pastoral-conferencia-episcopal-quieren-iglesia-pida-perdon-apoyo-guerra-civil,1,1,-0.9321497767232358,,0.0,1.0,0.8663445115089417,0.0007038308540359139,0.0021862066350877285
1165390134_federico-jimenez-ganador-i-concurso-imbecil-columna,1,1,-0.8395446566864848,,0.0,1.0,0.15975365042686462,0.009128237143158913,0.0016830613603815436
1165506995_windows-vista-es-un-dinosaurio,0,2,-0.8682281924411654,0.02087804858790772,0.0,1.0,0.33680216781795025,0.0030202426423784345,0.0015491248632315546
1165741890_analfabeta-pero-pura,1,2,-0.7281689830124378,0.14826256103795535,0.0,1.0,0.4466708437539637,0.01551345776533708,0.006475229747593403
1165845038_bebe-nacido-con-25-dedos,1,1,-0.0855991542339325,,0.0,0.0,0.0006922767497599125,0.0012970920652151108,0.004481959622353315
1166102106_nuestros-inquietos-ojos-no-nos-vuelven-locos,1,1,-0.9402912533842027,,0.0,1.0,0.20434927940368652,0.0014555230736732483,0.004650623071938753
1166270045_gobierno-obliga-avisar-presencia-camaras-vigilancia,0,1,-0.41439563035964966,,0.0,1.0,0.22487878799438477,0.024964947253465652,0.0018882565200328827
1166518201_marihuana-cultivo-mas-rentable-estados-unidos,0,1,-0.6872771140187979,,0.0,1.0,0.08228974789381027,0.0026198069099336863,0.0055657727643847466
1166522077_como-enfriar-coca-cola-2-minutos,1,1,0.11587221175432205,,0.0,0.0,0.00660301186144352,0.17114335298538208,0.00855584628880024
1166627937_disenan-ducha-aire-logra-disminucion-30-gasto-agua,0,1,0.0032125264406204224,,0.0,0.0,0.010472034104168415,0.2157638669013977,0.004716628231108189
1166719728_ee.uu-maryland-suspende-pena-muerte-van-tres,0,1,-0.9696810352616012,,0.0,1.0,0.012735734693706036,0.0005056196823716164,0.0007288871565833688
1166732247_cmt-rebaja-hasta-61-precio-maximo-telefonica-cobra-otras-operadoras-adsl,0,1,0.08824526518583298,,0.0,0.0,0.0018561227479949594,0.08733385801315308,0.0009155044099316001
1167062047_quaero-buscador-europeo-dividido-dos-antes-nacer,1,1,-0.9202102739363909,,0.0,1.0,0.34868428111076355,0.006359337829053402,0.002279667416587472
1167225356_trece-delitos-todo-bloger-debe-conocer,1,2,-0.8308414340717718,0.1828447441824192,0.0,1.0,0.7941480278968811,0.0009326915460405871,0.00201536703389138
1167312363_ultras-atacan-clinica-interrupcion-aborto-revista-epoca-marca-objetivos-como-gara,1,2,-0.4033026210963726,0.5902731198148098,0.0,0.5,0.4577692275051959,0.02304283705598209,0.0014915743959136307
1167378982_gran-bretana-terminara-hoy-pagar-todas-deudas-ii-guerra-mundial,0,2,-0.6899086521007121,0.12967456607369862,0.0,1.0,0.814812958240509,0.002339837054023519,0.001943830109667033
1167379899_el-euro-desbanca-al-dolar,0,1,-0.7032232154160738,,0.0,1.0,0.006278156768530607,0.00452905148267746,0.0015443837037310004
1167393662_guia-rapida-consulta-comando-apt,0,1,0.08667291700839996,,0.0,0.0,0.009677223861217499,0.007992524653673172,0.0003040791489183903
1167495245_capitulo-mas-geek-de-futurama,0,2,-0.8799465042538941,0.13894271074480485,0.0,1.0,0.7707694470882416,0.0011879222583957016,0.005463626584969461
1167499642_zapatero-ordena-suspender-todas-iniciativas-para-desarrollar-dialogo,0,2,-0.576095086755231,0.48451422942195904,0.0,0.5,0.465419989079237,0.0022045764490030706,0.000946626125369221
1167531532_supergamer2-linux-distro-maxima-juegos,0,1,-0.47171660140156746,,0.0,1.0,0.012980816885828972,0.005186402704566717,0.0010476536117494106
1167655477_bombardeo-almeria-durante-guerra-civil-espanola,1,1,-0.2840062528848648,,0.0,1.0,0.016918856650590897,0.008693674579262733,0.0012105397181585431
1167732084_jueces-para-democracia-denuncia-tradicion-abrir-ano-judicial-misa,1,1,-0.9757496998645365,,0.0,1.0,0.579654335975647,0.0004632888885680586,0.1370011568069458
1167935805_sabias-cuidades-actuan-como-agujeros-negros,1,1,-0.5357005223631859,,0.0,1.0,0.06360858678817749,0.001447527902200818,0.00579820154234767
1167940191_scripts-para-nautilus-gnome-mas-amable,1,1,-0.4603170398622751,,0.0,0.0,0.0005548326880671084,0.0006161090568639338,0.0020028138533234596
1167979973_vision-bbc-del-proceso-paz-eta,0,1,-0.8945985333994031,,0.0,1.0,0.17986994981765747,0.0009604676743037999,0.022644048556685448
