article_id,bias_label,n_comments,duration_hours,early_karma_mean,late_karma_mean,karma_drift,early_comment_len,late_comment_len,karma_slope,first_10_hours
1153163504_piloto-pinochet-confiesa-haber-lanzado-opositores-mar,1,12,9.811111111111112,0.0,0.0,0.0,227.33333333333334,368.6666666666667,0.0,3.7175
1153385430_juez-insta-equipo-marbella-investigar-cuentas-suiza-fraude-terra-mitica,1,12,38.00611111111111,0.0,0.0,0.0,111.33333333333333,112.66666666666667,0.0,25.95138888888889
1153422081_script-para-evitar-robo-ancho-banda,0,13,27.48027777777778,0.0,0.0,0.0,30.0,282.0,0.0,12.373055555555556
1153472524_evita-le-amputen-pierna-macgyver,1,14,74.655,0.0,0.0,0.0,43.0,245.0,0.0,5.028333333333333
1153475085_ellos-han-buscado-blog-miraban-2-3-personas-ahora-miles,1,20,9.503333333333334,0.0,0.0,0.0,226.8,394.8,0.0,1.6308333333333334
1153690630_diccionario-de-burradas,1,17,17.519444444444446,0.0,0.0,0.0,128.5,75.75,0.0,15.160555555555556
1153747343_y-tu-por-cuanto,1,24,31.34777777777778,0.0,0.0,0.0,72.0,162.16666666666666,0.0,3.7216666666666667
1153750831_envia-gratis-cualquier-tipo-archivo-hasta-100mb,0,13,8.366666666666667,0.0,0.0,0.0,44.0,36.0,0.0,4.746666666666667
1153948467_clientes-ing-retiraron-1200-millones-mayo-desconfianza,0,21,43.783055555555556,0.0,0.0,0.0,257.4,106.6,0.0,10.21111111111111
1154045293_partido-pirata-espanol-ya-tiene-nombre-oficial,1,42,18.671944444444446,0.0,0.0,0.0,509.1,499.6,0.0,7.791666666666667
1154070606_pixalia.net-banco-imagenes-libres-espanol,0,10,57.498333333333335,0.0,0.0,0.0,64.0,124.0,0.0,57.498333333333335
1154133228_piscina-elipa-convocatoria-besada-contra-homofobia,0,17,53.988055555555555,0.0,0.0,0.0,56.5,225.0,0.0,14.180277777777778
1154233451_video-accion-comando-mofeta-supermercado-acosar-despedir-tras-parir-hija,1,16,26.83416666666667,0.0,0.0,0.0,75.25,184.75,0.0,9.929166666666667
1154295566_gran-bretana-importa-esperma-espanol-escasez-donantes,1,24,18.129722222222224,0.0,0.0,0.0,117.83333333333333,87.33333333333333,0.0,0.2586111111111111
1154372443_china-construye-refugio-nuclear-capacidad-para-200.000-personas,1,10,17.548055555555557,0.0,0.0,0.0,149.5,84.5,0.0,17.548055555555557
1154505478_bajada-precios-vivienda-promocion-urbis,0,17,22.875555555555554,0.0,0.0,0.0,85.0,604.25,0.0,11.439166666666667
1154514612_cervezas-siempre-frescas-gracias-sol,1,13,7.356388888888889,0.0,0.0,0.0,51.666666666666664,113.33333333333333,0.0,7.091666666666667
1154599949_arreglo-tu-ordenador-cambio-sexo,1,26,40.674166666666665,0.0,0.0,0.0,27.333333333333332,40.833333333333336,0.0,1.2919444444444443
1154604695_blogger-encarcelado-no-entregar-video,0,10,15.686388888888889,0.0,0.0,0.0,82.5,42.5,0.0,15.686388888888889
1154690754_ley-davsi-finalmente-aprobada,0,16,21.714444444444446,0.0,0.0,0.0,485.0,212.75,0.0,5.6433333333333335
1154856863_galicia-en-llamas,1,22,45.09527777777778,0.0,0.0,0.0,110.8,290.2,0.0,10.869444444444444
1154899089_curiosidades-dominio-polemico-www.ie7.com,0,25,19.092222222222222,0.0,0.0,0.0,190.33333333333334,145.83333333333334,0.0,1.7105555555555556
1154941840_que-algunos-nombres-empresas,0,27,25.32638888888889,0.0,0.0,0.0,76.5,289.8333333333333,0.0,2.7194444444444446
1154942759_arquitectura-cutre,1,14,9.355833333333333,0.0,0.0,0.0,51.0,229.0,0.0,6.949166666666667
1154961890_poder-blogs-despido-fotografo-reuters,1,18,31.386111111111113,0.0,0.0,0.0,137.25,215.75,0.0,6.256111111111111
1155008011_motor-homopolar-mas-simple-todos,1,11,86.8825,0.0,0.0,0.0,109.0,56.5,0.0,40.029444444444444
1155035706_meneame-de-musica-electronica,1,16,24.146944444444443,0.0,0.0,0.0,80.25,226.25,0.0,4.788611111111111
1155060204_mas-retoques-fotograficos,1,29,24.01861111111111,0.0,0.0,0.0,118.71428571428571,485.7142857142857,0.0,0.13777777777777778
1155411650_como-comer-un-cono-o-polla,1,76,120.89527777777778,0.0,0.0,0.0,65.21052631578948,50.526315789473685,0.0,0.6647222222222222
1155537604_matrimonio-gates-critica-duramente-doctrina-vaticano-respecto-sida,0,22,25.611666666666668,0.0,0.0,0.0,44.8,111.6,0.0,4.894722222222223
1155538570_trabajadores-prat-ya-tiemblan,1,60,40.41361111111111,0.0,0.0,0.0,305.46666666666664,874.8666666666667,0.0,3.564722222222222
1155679644_5-elementos-html-probablemente-no-uses-nunca,0,12,21.91027777777778,0.0,0.0,0.0,108.0,140.66666666666666,0.0,8.119722222222222
1155731341_curiosidades-curiosas,1,15,1.5880555555555556,0.0,0.0,0.0,145.33333333333334,40.333333333333336,0.0,0.24138888888888888
1155750721_test-para-descubrir-cual-tu-lenguaje-programacion-ingles,0,47,33.615833333333335,0.0,0.0,0.0,81.72727272727273,82.72727272727273,0.0,0.18638888888888888
1155802134_curioso-consejo-guardia-civil-ninos,0,17,144.2486111111111,0.0,0.0,0.0,78.0,195.25,0.0,8.725
1155836621_hablar-manos-libres-tan-peligroso-como-sostener-movil,0,18,135.77944444444444,0.0,0.0,0.0,235.0,312.0,0.0,13.025555555555556
1155881639_los-blogs-como-quinto-poder,1,11,19.656111111111112,0.0,0.0,0.0,210.5,102.0,0.0,16.455
1155944530_cuarta-dimension-de-tierra,1,11,16.801111111111112,0.0,0.0,0.0,84.5,471.5,0.0,15.826666666666666
1156001370_buscar-todo-tipo-de-iconos,1,10,39.73027777777778,0.0,0.0,0.0,91.5,166.5,0.0,39.73027777777778
1156017270_nsfw-tubbr-el-pr0n-de-youtube,0,20,49.14861111111111,0.0,0.0,0.0,99.4,80.8,0.0,14.865833333333333
1156112500_antena-3-tv-dice-hombre-no-llego-luna,1,37,28.485833333333332,0.0,0.0,0.0,155.44444444444446,318.3333333333333,0.0,2.0516666666666667
1156151020_piques-de-lujo-en-marbella,1,10,19.864722222222223,0.0,0.0,0.0,54.0,149.5,0.0,19.864722222222223
