user,total_articles_commented,bias_exposure_rate,n_biased_articles,n_non_biased_articles,bias_category,outlet_diversity
jaalvarez,17,0.5882352941176471,10,7,mixed,12
cntand,33,0.5454545454545454,18,15,mixed,21
Scaffold,13,0.5384615384615384,7,6,mixed,7
--639814--,10,0.8,8,2,high_bias,5
--639529--,207,0.6859903381642513,142,65,high_bias,63
--631000--,38,0.9473684210526315,36,2,very_high_bias,17
El_higado_de_Jack,174,0.6264367816091954,109,65,high_bias,50
--639601--,12,1.0,12,0,very_high_bias,3
eldelcerro,30,0.6333333333333333,19,11,high_bias,23
--607801--,28,0.4642857142857143,13,15,mixed,13
suto,35,0.8571428571428571,30,5,very_high_bias,12
--625617--,27,0.14814814814814814,4,23,low_bias,6
--640028--,14,0.5714285714285714,8,6,mixed,6
--638005--,10,0.9,9,1,very_high_bias,7
--631331--,28,0.39285714285714285,11,17,low_bias,15
--633976--,11,0.7272727272727273,8,3,high_bias,4
manutebolas,64,0.140625,9,55,low_bias,17
--641441--,56,0.5357142857142857,30,26,mixed,28
--557836--,15,0.0,0,15,low_bias,3
jasw,26,0.8076923076923077,21,5,very_high_bias,2
--401761--,15,0.6,9,6,mixed,9
--585756--,25,0.36,9,16,low_bias,14
Flooppy,20,0.6,12,8,mixed,14
matefobia,12,0.6666666666666666,8,4,high_bias,4
hamgi,26,0.7692307692307693,20,6,high_bias,7
L415,23,1.0,23,0,very_high_bias,9
Lbcmiko,21,0.42857142857142855,9,12,mixed,14
julespaul,16,0.5,8,8,mixed,16
Bl4ckangel,85,0.4235294117647059,36,49,mixed,20
--643445--,20,1.0,20,0,very_high_bias,1
--643263--,10,0.6,6,4,mixed,8
itnas19,16,0.0625,1,15,low_bias,4
Cristaweis,39,0.717948717948718,28,11,high_bias,15
perico2378,56,0.4642857142857143,26,30,mixed,16
--92085--,20,0.3,6,14,low_bias,11
Monk007,10,0.9,9,1,very_high_bias,8
--643055--,23,1.0,23,0,very_high_bias,5
--380003--,25,0.8,20,5,high_bias,3
--643878--,30,0.2,6,24,low_bias,6
nemeo,82,0.47560975609756095,39,43,mixed,42
Eunectes,10,0.8,8,2,high_bias,6
--636886--,42,0.6904761904761905,29,13,high_bias,14
Algarroba,11,0.6363636363636364,7,4,high_bias,7
Muerd,14,0.21428571428571427,3,11,low_bias,10
tudehell,12,0.3333333333333333,4,8,low_bias,5
ElVitorManuel,45,0.5333333333333333,24,21,mixed,29
soyTanchus,58,0.7068965517241379,41,17,high_bias,28
penanegra,23,0.6086956521739131,14,9,high_bias,13
Strombat,73,0.684931506849315,50,23,high_bias,24
--642010--,18,0.5,9,9,mixed,9
--644524--,29,0.7931034482758621,23,6,high_bias,18
--630328--,55,0.6,33,22,mixed,14
ban_them_all,12,0.4166666666666667,5,7,mixed,8
--642358--,180,0.7055555555555556,127,53,high_bias,65
JanSolo,17,0.7647058823529411,13,4,high_bias,13
--644441--,39,0.6666666666666666,26,13,high_bias,10
Eibi6,87,0.632183908045977,55,32,high_bias,47
Amino_Menhires,17,0.5294117647058824,9,8,mixed,13
obrerodelmetal,219,0.634703196347032,139,80,high_bias,55
--645695--,18,1.0,18,0,very_high_bias,3
armadilloamarillo,67,0.6417910447761194,43,24,high_bias,39
Albora,27,0.6666666666666666,18,9,high_bias,15
--631859--,19,1.0,19,0,very_high_bias,5
Pepe_Reyertas,23,0.6956521739130435,16,7,high_bias,20
arteycultura,22,0.5454545454545454,12,10,mixed,13
--642813--,29,0.7586206896551724,22,7,high_bias,18
home_video,17,1.0,17,0,very_high_bias,9
--640604--,43,0.627906976744186,27,16,high_bias,6
clavícula,32,0.625,20,12,high_bias,21
jotaliti,85,0.6470588235294118,55,30,high_bias,42
Javier_Lopez_Fernandez,21,0.3333333333333333,7,14,low_bias,11
Blackspartak,21,0.7619047619047619,16,5,high_bias,16
Barret_Garvey,20,0.55,11,9,mixed,14
News333,21,0.8571428571428571,18,3,very_high_bias,11
ehizabai,53,0.7358490566037735,39,14,high_bias,12
texasrose,154,0.6038961038961039,93,61,high_bias,48
chancletazo,20,0.6,12,8,mixed,9
--644925--,15,0.6,9,6,mixed,8
Kyoshiro,20,0.4,8,12,low_bias,11
SHC_1987,28,0.75,21,7,high_bias,13
Socoma,15,0.6666666666666666,10,5,high_bias,13
--647244--,53,0.4339622641509434,23,30,mixed,26
pushakk,158,0.6139240506329114,97,61,high_bias,24
--647482--,17,0.0,0,17,low_bias,1
--647231--,14,0.6428571428571429,9,5,high_bias,7
Pelelele,10,0.9,9,1,very_high_bias,6
Baltok,169,0.5384615384615384,91,78,mixed,48
Nicolae79,16,0.75,12,4,high_bias,11
--645606--,82,0.5975609756097561,49,33,mixed,20
WilliamDampier,10,0.4,4,6,low_bias,7
Dunnotheman,32,0.6875,22,10,high_bias,18
--648823--,119,0.7142857142857143,85,34,high_bias,41
--647509--,31,0.41935483870967744,13,18,mixed,15
Caprino2,23,0.8260869565217391,19,4,very_high_bias,9
--645499--,16,0.75,12,4,high_bias,8
--648882--,12,1.0,12,0,very_high_bias,1
Abfjmp,48,0.7083333333333334,34,14,high_bias,26
Bostizar,11,0.8181818181818182,9,2,very_high_bias,5
ajcampa,54,0.7777777777777778,42,12,high_bias,19
--642843--,23,0.2608695652173913,6,17,low_bias,8
--648989--,16,0.5,8,8,mixed,9
--619288--,18,0.7222222222222222,13,5,high_bias,5
Marco.Polo,13,0.6923076923076923,9,4,high_bias,9
--649209--,212,0.6462264150943396,137,75,high_bias,76
daesrd,24,1.0,24,0,very_high_bias,2
--649684--,12,0.3333333333333333,4,8,low_bias,5
amistoso,37,0.972972972972973,36,1,very_high_bias,7
Solinvictus,33,0.6363636363636364,21,12,high_bias,22
Clarinius,18,0.8888888888888888,16,2,very_high_bias,14
--642375--,16,0.75,12,4,high_bias,5
--649952--,10,0.6,6,4,mixed,6
PasabaPorAquiUnRato,13,0.46153846153846156,6,7,mixed,10
Nyarlathotep,129,0.5736434108527132,74,55,mixed,53
CuervoVerde,26,0.46153846153846156,12,14,mixed,9
adrigm,40,0.725,29,11,high_bias,14
Saltazanjas,18,0.5555555555555556,10,8,mixed,11
--649688--,99,0.6666666666666666,66,33,high_bias,56
--559984--,13,0.7692307692307693,10,3,high_bias,8
Gavela,33,0.5454545454545454,18,15,mixed,22
nitantonitancalvo,27,0.5185185185185185,14,13,mixed,15
--233265--,23,0.34782608695652173,8,15,low_bias,12
manbobi,87,0.8045977011494253,70,17,very_high_bias,28
felologo,18,0.2222222222222222,4,14,low_bias,7
oleoleole,123,0.5040650406504065,62,61,mixed,22
Zeppelin_69,24,0.8333333333333334,20,4,very_high_bias,16
JeanPierre,17,0.8235294117647058,14,3,very_high_bias,5
alfon_sico,10,0.6,6,4,mixed,8
--650122--,14,0.7857142857142857,11,3,high_bias,8
Melni_bone,20,0.4,8,12,low_bias,11
convidat_12,10,0.9,9,1,very_high_bias,4
--648412--,13,0.6923076923076923,9,4,high_bias,11
--422200--,11,1.0,11,0,very_high_bias,3
MuyPocoModerada,83,0.4939759036144578,41,42,mixed,25
tragicomedia,14,0.8571428571428571,12,2,very_high_bias,9
--650760--,71,0.38028169014084506,27,44,low_bias,28
Cosmos1917,26,0.9615384615384616,25,1,very_high_bias,7
gambader,43,0.5116279069767442,22,21,mixed,18
--644491--,10,1.0,10,0,very_high_bias,1
PatoVC,53,0.7169811320754716,38,15,high_bias,7
Strandedandbored,51,0.7450980392156863,38,13,high_bias,19
--651165--,18,1.0,18,0,very_high_bias,1
ZomIneck,34,0.7352941176470589,25,9,high_bias,23
Aenedeerre,17,0.7647058823529411,13,4,high_bias,15
--643777--,32,0.4375,14,18,mixed,7
--644980--,32,0.84375,27,5,very_high_bias,18
mecánico,11,0.9090909090909091,10,1,very_high_bias,10
bibapelula,19,0.631578947368421,12,7,high_bias,14
asenei,21,0.42857142857142855,9,12,mixed,13
--158039--,10,1.0,10,0,very_high_bias,2
--650785--,35,0.6857142857142857,24,11,high_bias,16
user59,13,1.0,13,0,very_high_bias,2
Fachista,32,0.71875,23,9,high_bias,10
Kantabrien_89,67,0.6716417910447762,45,22,high_bias,29
--651910--,196,0.6683673469387755,131,65,high_bias,47
--651793--,19,0.631578947368421,12,7,high_bias,10
rodrigc,15,0.6,9,6,mixed,9
jessygreen,13,0.0,0,13,low_bias,3
--607385--,10,0.1,1,9,low_bias,3
--585947--,14,0.6428571428571429,9,5,high_bias,8
--645011--,19,0.631578947368421,12,7,high_bias,4
--499189--,37,0.8378378378378378,31,6,very_high_bias,24
Enraged_Citizen,52,0.5,26,26,mixed,11
pedrario,23,0.4782608695652174,11,12,mixed,10
Lopez83,12,0.9166666666666666,11,1,very_high_bias,11
CarlosGoP,73,0.6986301369863014,51,22,high_bias,10
--622877--,13,0.46153846153846156,6,7,mixed,9
Enfadado,22,0.8181818181818182,18,4,very_high_bias,13
caviar4all,36,0.5833333333333334,21,15,mixed,4
winston_smith,21,0.42857142857142855,9,12,mixed,14
Mcmey1,114,0.4824561403508772,55,59,mixed,32
Breitbar_News,18,0.5555555555555556,10,8,mixed,10
WiredBrain,78,0.4230769230769231,33,45,mixed,32
--651831--,91,0.42857142857142855,39,52,mixed,21
Kikogat,25,0.6,15,10,mixed,15
--652827--,94,0.6702127659574468,63,31,high_bias,22
--604429--,13,0.6153846153846154,8,5,high_bias,9
--653271--,17,0.17647058823529413,3,14,low_bias,3
--652988--,76,0.8026315789473685,61,15,very_high_bias,33
Malversan,268,0.5261194029850746,141,127,mixed,43
Bethod,12,0.6666666666666666,8,4,high_bias,8
highpost,16,0.625,10,6,high_bias,10
justaSHUK1,22,0.6818181818181818,15,7,high_bias,11
--653954--,64,0.609375,39,25,high_bias,23
arawaco,22,0.36363636363636365,8,14,low_bias,13
Popsandbangs,121,0.7520661157024794,91,30,high_bias,19
--653854--,37,0.5675675675675675,21,16,mixed,11
--654415--,13,0.0,0,13,low_bias,2
Glidingdemon,19,0.5263157894736842,10,9,mixed,12
cricri17,19,0.7894736842105263,15,4,high_bias,14
--654205--,29,0.3793103448275862,11,18,low_bias,10
madalin,12,0.25,3,9,low_bias,5
canduteria,36,0.6111111111111112,22,14,high_bias,25
--654482--,60,0.65,39,21,high_bias,26
CillitBang,24,0.5833333333333334,14,10,mixed,14
--643825--,13,1.0,13,0,very_high_bias,5
NoseriusLose,54,0.25925925925925924,14,40,low_bias,20
Butters,45,0.7111111111111111,32,13,high_bias,25
--651561--,34,0.7647058823529411,26,8,high_bias,19
--654287--,10,0.1,1,9,low_bias,4
--646907--,13,0.6923076923076923,9,4,high_bias,9
cabreadosinremedio,12,0.75,9,3,high_bias,7
Burrofleta,63,0.7777777777777778,49,14,high_bias,17
import_this,69,0.6811594202898551,47,22,high_bias,25
Jec_Ridoi,14,0.35714285714285715,5,9,low_bias,8
--653959--,208,0.8557692307692307,178,30,very_high_bias,40
ximiu,84,0.5952380952380952,50,34,mixed,19
agente_naranja,13,0.7692307692307693,10,3,high_bias,6
Rojista,26,0.5384615384615384,14,12,mixed,16
wasdf,118,0.559322033898305,66,52,mixed,47
BejarBurel,51,0.8235294117647058,42,9,very_high_bias,25
Klartraum,12,0.6666666666666666,8,4,high_bias,11
--655270--,11,0.9090909090909091,10,1,very_high_bias,4
mecha,29,0.4482758620689655,13,16,mixed,20
Borbón_Ladrón,22,0.45454545454545453,10,12,mixed,11
Claclá,41,0.7317073170731707,30,11,high_bias,10
hormiga_cartonera,12,0.75,9,3,high_bias,6
regomello,33,0.7575757575757576,25,8,high_bias,16
Puño_mentón,235,0.6851063829787234,161,74,high_bias,62
deathcorekid,53,0.5094339622641509,27,26,mixed,14
--655327--,17,0.6470588235294118,11,6,high_bias,13
Pep22345,15,0.4,6,9,low_bias,13
--547712--,19,1.0,19,0,very_high_bias,6
--655541--,11,0.45454545454545453,5,6,mixed,6
eixerit_yo,11,0.45454545454545453,5,6,mixed,9
kenta88,10,0.9,9,1,very_high_bias,7
sensureame,41,0.6341463414634146,26,15,high_bias,15
--656187--,27,0.25925925925925924,7,20,low_bias,10
--656055--,121,0.6611570247933884,80,41,high_bias,22
StarlightHunter.com,15,0.4666666666666667,7,8,mixed,11
SrTaleigan,11,0.45454545454545453,5,6,mixed,7
susosus,104,0.6346153846153846,66,38,high_bias,47
emptyboxa,14,0.21428571428571427,3,11,low_bias,8
MichaleenFlynn,32,0.96875,31,1,very_high_bias,6
--656365--,17,0.8823529411764706,15,2,very_high_bias,6
--657706--,10,0.5,5,5,mixed,5
Gintoki,25,0.6,15,10,mixed,13
OUChi,28,0.25,7,21,low_bias,6
peleteiro,12,0.16666666666666666,2,10,low_bias,4
--658585--,16,1.0,16,0,very_high_bias,1
UnaGrande,10,0.3,3,7,low_bias,5
--655996--,22,0.7272727272727273,16,6,high_bias,9
Fer_3439,14,0.9285714285714286,13,1,very_high_bias,6
--457827--,13,0.23076923076923078,3,10,low_bias,3
Ivan_Alvarez,29,0.5172413793103449,15,14,mixed,16
--659299--,10,0.5,5,5,mixed,4
Nefbru,40,0.6,24,16,mixed,18
--658633--,26,0.38461538461538464,10,16,low_bias,12
Becarista,12,0.4166666666666667,5,7,mixed,10
Omoroca,42,0.5476190476190477,23,19,mixed,20
SlurmM,18,0.6111111111111112,11,7,high_bias,13
Loloncio,61,0.7704918032786885,47,14,high_bias,18
id658981,25,0.72,18,7,high_bias,6
--660218--,19,0.7894736842105263,15,4,high_bias,8
jose730,10,0.1,1,9,low_bias,5
lanueve,92,0.7282608695652174,67,25,high_bias,35
Pejeta,14,0.5714285714285714,8,6,mixed,10
calcetus,36,0.5,18,18,mixed,27
piquillo,20,0.2,4,16,low_bias,7
unmundofeliz,11,0.6363636363636364,7,4,high_bias,7
DarthMatter,74,0.6216216216216216,46,28,high_bias,31
Uvieu1926,45,0.6888888888888889,31,14,high_bias,19
--660075--,40,0.8,32,8,high_bias,22
LFanTita,34,0.7941176470588235,27,7,high_bias,15
FranAlva,12,0.5833333333333334,7,5,mixed,6
zancudo,46,0.6521739130434783,30,16,high_bias,24
--623852--,10,0.6,6,4,mixed,4
Tarracon,18,0.5,9,9,mixed,8
BorisV,14,0.2857142857142857,4,10,low_bias,5
lamonjamellada,120,0.6833333333333333,82,38,high_bias,36
--655247--,25,0.6,15,10,mixed,7
--660891--,56,0.7321428571428571,41,15,high_bias,29
Ribald,71,0.6197183098591549,44,27,high_bias,24
--661960--,39,0.5897435897435898,23,16,mixed,6
--661739--,13,0.0,0,13,low_bias,2
--481600--,38,0.5789473684210527,22,16,mixed,19
menéesemele,94,0.48936170212765956,46,48,mixed,42
--659868--,19,0.8421052631578947,16,3,very_high_bias,5
--578593--,39,0.6410256410256411,25,14,high_bias,16
--662322--,15,0.8666666666666667,13,2,very_high_bias,10
Abril20,322,0.7049689440993789,227,95,high_bias,57
ogrexxx,59,0.6779661016949152,40,19,high_bias,15
convidat78,22,0.5,11,11,mixed,16
--663259--,12,1.0,12,0,very_high_bias,6
--663081--,13,0.0,0,13,low_bias,1
Heinkel111,11,0.36363636363636365,4,7,low_bias,9
--596103--,11,0.8181818181818182,9,2,very_high_bias,3
Coucou2,32,0.71875,23,9,high_bias,15
Efe1Hache8,30,0.7666666666666667,23,7,high_bias,5
ulipulido,72,0.3888888888888889,28,44,low_bias,34
DunningKruger,75,0.49333333333333335,37,38,mixed,37
--657776--,16,0.4375,7,9,mixed,13
diasgrisesamino,10,0.6,6,4,mixed,8
--473200--,27,0.4444444444444444,12,15,mixed,9
Garza_Garayoa_Zabalza,16,0.6875,11,5,high_bias,13
--661562--,13,0.38461538461538464,5,8,low_bias,10
pi3,10,0.7,7,3,high_bias,8
poxemita,34,0.6470588235294118,22,12,high_bias,23
futsuu,32,0.71875,23,9,high_bias,12
martilloJOe,11,0.2727272727272727,3,8,low_bias,8
--664537--,26,0.46153846153846156,12,14,mixed,12
plutanasio,11,0.6363636363636364,7,4,high_bias,7
Kinochan,22,0.5909090909090909,13,9,mixed,7
PicoXelado,10,0.6,6,4,mixed,4
--665150--,150,0.5466666666666666,82,68,mixed,7
Tiranitar,28,0.5357142857142857,15,13,mixed,20
--639781--,22,0.7272727272727273,16,6,high_bias,14
Perico12,36,0.75,27,9,high_bias,22
--664542--,117,0.5982905982905983,70,47,mixed,26
--665098--,10,0.6,6,4,mixed,5
coderspirit,29,0.6896551724137931,20,9,high_bias,8
--662215--,94,0.8829787234042553,83,11,very_high_bias,25
Wachoski,35,0.8,28,7,high_bias,14
--665209--,15,1.0,15,0,very_high_bias,1
--595648--,46,0.8478260869565217,39,7,very_high_bias,18
--665588--,29,0.3448275862068966,10,19,low_bias,5
Kipp,59,0.4915254237288136,29,30,mixed,21
--283228--,20,0.65,13,7,high_bias,14
zaimn,12,0.3333333333333333,4,8,low_bias,6
obamacare,10,0.8,8,2,high_bias,8
--664013--,56,0.44642857142857145,25,31,mixed,29
froidl_and_pablob,19,0.3684210526315789,7,12,low_bias,7
sr.naranja,17,0.7647058823529411,13,4,high_bias,15
PowerRanger79,10,0.8,8,2,high_bias,4
--659596--,12,0.75,9,3,high_bias,4
--664970--,32,0.1875,6,26,low_bias,5
heteropatriarca,40,0.675,27,13,high_bias,19
Nuevo_1666,43,0.7441860465116279,32,11,high_bias,24
Malkin,211,0.5924170616113744,125,86,mixed,51
--665439--,25,0.88,22,3,very_high_bias,10
--666433--,42,0.6428571428571429,27,15,high_bias,14
Picho,33,0.7272727272727273,24,9,high_bias,10
--666596--,26,0.6153846153846154,16,10,high_bias,17
Kyoko,19,1.0,19,0,very_high_bias,13
--666832--,17,0.17647058823529413,3,14,low_bias,7
Tripardo,23,0.2608695652173913,6,17,low_bias,5
--662569--,21,0.5714285714285714,12,9,mixed,14
--660100--,18,0.3333333333333333,6,12,low_bias,13
Vladimir_Propp,30,0.3333333333333333,10,20,low_bias,11
Vardemal,13,1.0,13,0,very_high_bias,8
--666817--,48,0.5625,27,21,mixed,16
Bensi,11,0.6363636363636364,7,4,high_bias,10
--661218--,23,0.782608695652174,18,5,high_bias,11
Xandru_C,23,0.6956521739130435,16,7,high_bias,17
Yosolo,46,0.717391304347826,33,13,high_bias,21
LaColetadeDusko,43,0.6046511627906976,26,17,high_bias,31
FakuVe,10,0.7,7,3,high_bias,8
ErisMorn,152,0.5789473684210527,88,64,mixed,49
--668006--,44,0.75,33,11,high_bias,21
BlackDog,36,0.6388888888888888,23,13,high_bias,14
ed25519,31,0.4838709677419355,15,16,mixed,18
Fuñigao,37,0.5675675675675675,21,16,mixed,17
Lightninglion,11,0.7272727272727273,8,3,high_bias,7
hazuko,10,0.1,1,9,low_bias,5
--663989--,21,0.2857142857142857,6,15,low_bias,6
Yanik_Rubiz_Grozna,11,0.6363636363636364,7,4,high_bias,9
valandildeandunie,147,0.5850340136054422,86,61,mixed,43
VoXesKK,112,0.5535714285714286,62,50,mixed,33
filemon314,33,0.7878787878787878,26,7,high_bias,18
--667744--,20,0.55,11,9,mixed,8
NullusSum,210,0.580952380952381,122,88,mixed,73
AequitasHaecLibertatem,156,0.8333333333333334,130,26,very_high_bias,27
unoqueleecosas,15,0.3333333333333333,5,10,low_bias,8
--584341--,28,0.5,14,14,mixed,7
Caballadeoro,34,0.6470588235294118,22,12,high_bias,16
Lilith7,10,1.0,10,0,very_high_bias,7
--669395--,14,0.21428571428571427,3,11,low_bias,4
els_tascioni,17,0.058823529411764705,1,16,low_bias,7
--74467--,30,0.43333333333333335,13,17,mixed,12
DonaldBlake,23,0.6956521739130435,16,7,high_bias,14
--668528--,10,0.7,7,3,high_bias,7
jabalino,16,0.9375,15,1,very_high_bias,6
Y_digo_yo,21,0.6666666666666666,14,7,high_bias,13
--670027--,75,0.5866666666666667,44,31,mixed,32
antoniolofer,13,0.38461538461538464,5,8,low_bias,9
--651134--,26,0.5384615384615384,14,12,mixed,17
Aas59,28,0.75,21,7,high_bias,11
ramarpi,10,0.9,9,1,very_high_bias,10
polaroid54,92,0.5978260869565217,55,37,mixed,35
--669426--,13,0.3076923076923077,4,9,low_bias,10
Sigelio,11,0.7272727272727273,8,3,high_bias,5
Loc੦deAtar,21,0.7619047619047619,16,5,high_bias,13
jimyvegga,16,0.3125,5,11,low_bias,5
--670644--,58,0.6551724137931034,38,20,high_bias,25
--670496--,15,0.4666666666666667,7,8,mixed,10
Felipeuvepalito,17,0.29411764705882354,5,12,low_bias,13
Maño,55,0.6909090909090909,38,17,high_bias,21
migueleme,22,0.45454545454545453,10,12,mixed,12
event_horizon,23,0.7391304347826086,17,6,high_bias,11
polonio.luna,11,0.8181818181818182,9,2,very_high_bias,11
--671428--,10,0.5,5,5,mixed,3
Chepacoleta,29,0.5172413793103449,15,14,mixed,23
--671670--,35,0.8285714285714286,29,6,very_high_bias,11
--671487--,93,0.6344086021505376,59,34,high_bias,23
--671328--,55,0.6545454545454545,36,19,high_bias,16
Catavenenos,39,0.8205128205128205,32,7,very_high_bias,27
MisturaFina,47,0.851063829787234,40,7,very_high_bias,26
NotBot,26,0.8076923076923077,21,5,very_high_bias,9
kaotan,13,0.38461538461538464,5,8,low_bias,5
notok,16,0.5,8,8,mixed,4
Pink_Hydrogen,48,0.5,24,24,mixed,22
neptuno250,27,0.6666666666666666,18,9,high_bias,11
Delamarsalada,14,0.21428571428571427,3,11,low_bias,7
almadepato,43,0.4186046511627907,18,25,mixed,15
jnapier,52,0.5192307692307693,27,25,mixed,34
--672690--,16,0.9375,15,1,very_high_bias,3
--670872--,30,0.8,24,6,high_bias,18
OrialCon_Darkness,26,0.6538461538461539,17,9,high_bias,18
nereira,20,0.6,12,8,mixed,12
--672554--,34,0.6764705882352942,23,11,high_bias,16
Raimond,22,0.9545454545454546,21,1,very_high_bias,10
--665851--,21,0.5714285714285714,12,9,mixed,11
Llullo,17,0.23529411764705882,4,13,low_bias,10
hinjiniero,41,0.6097560975609756,25,16,high_bias,15
--671227--,43,0.6511627906976745,28,15,high_bias,14
Brunoquellega,83,0.46987951807228917,39,44,mixed,29
Peter_Wolfsohn,14,0.6428571428571429,9,5,high_bias,5
--672215--,40,0.825,33,7,very_high_bias,15
--673031--,17,0.4117647058823529,7,10,mixed,6
--673179--,46,0.9782608695652174,45,1,very_high_bias,3
wkynrocks,39,0.7435897435897436,29,10,high_bias,23
DRAGNER,54,0.3888888888888889,21,33,low_bias,26
--672644--,40,0.525,21,19,mixed,19
--672263--,25,0.4,10,15,low_bias,6
xcssa,56,0.875,49,7,very_high_bias,27
liazul,74,0.6486486486486487,48,26,high_bias,42
--673591--,66,0.5454545454545454,36,30,mixed,33
--671964--,11,0.9090909090909091,10,1,very_high_bias,9
Ninethousand,46,0.5869565217391305,27,19,mixed,17
hksbrey,118,0.5932203389830508,70,48,mixed,25
Kotsumi,66,0.5151515151515151,34,32,mixed,31
Mandri20,16,0.4375,7,9,mixed,13
damafe,12,1.0,12,0,very_high_bias,1
butanitobombona,20,0.55,11,9,mixed,12
DubMáster,14,0.7142857142857143,10,4,high_bias,9
--671195--,33,0.6363636363636364,21,12,high_bias,22
DrV,17,0.35294117647058826,6,11,low_bias,14
He.vuelto,57,0.543859649122807,31,26,mixed,20
Hagoloquepuedo,15,0.6,9,6,mixed,11
Helga_Thorvadottir,12,0.9166666666666666,11,1,very_high_bias,6
--674307--,13,1.0,13,0,very_high_bias,1
rehloc,34,0.6176470588235294,21,13,high_bias,21
Tuzarin,37,0.7297297297297297,27,10,high_bias,5
pabrubrev,46,0.6956521739130435,32,14,high_bias,22
eva_blu,10,0.9,9,1,very_high_bias,4
AMDK6III,19,0.631578947368421,12,7,high_bias,11
whatever2,73,0.4657534246575342,34,39,mixed,33
turuleto,235,0.7617021276595745,179,56,high_bias,42
Jack.Griffin,21,0.42857142857142855,9,12,mixed,8
XingularOne,187,0.5614973262032086,105,82,mixed,61
goyito,13,0.38461538461538464,5,8,low_bias,6
Hitman,36,0.6111111111111112,22,14,high_bias,20
--605532--,12,1.0,12,0,very_high_bias,5
MeRalloYBorroMiCuenta,51,0.9215686274509803,47,4,very_high_bias,9
eljuligallego,66,0.7121212121212122,47,19,high_bias,33
erii,19,0.0,0,19,low_bias,4
oscarcr80,23,0.9565217391304348,22,1,very_high_bias,17
